grade,direction_value,surface_value,cond_range,race_distance,race_type,median_winner_time,upper_quartile_winner_time,lower_quartile_winner_time,median_top3_time,upper_quartile_top3_time,lower_quartile_top3_time
A,LeftTurning,Dirt,0.75,11,Maiden,142.14499260163979,142.21863831328196,141.99943017788294,142.7685250963105,143.21211282127544,142.64998596501135
A,LeftTurning,Dirt,0.75,11,RestrictedStakes,141.35377963708373,141.72255137597995,141.14754577439697,142.02585009972287,142.22418219116508,141.86795288245787
A,LeftTurning,Dirt,0.75,12,Allowance,153.59377529655632,153.66174936736502,153.41201949811648,154.24309237177897,154.58918347830925,154.11550368429252
A,LeftTurning,Dirt,0.75,12,Claiming,155.18338210534108,155.25342824201397,155.11333596866822,156.97293772307947,157.28434357794526,156.66153186821367
A,LeftTurning,Dirt,0.75,12,Maiden,155.24241613282246,156.45621441904257,155.13987947548608,156.75988254853218,157.6226309961973,156.13499821562863
A,LeftTurning,Dirt,0.75,12,RestrictedStakes,153.7771732574634,154.1138186357558,153.49182396699246,154.71126708667765,154.94053548053333,154.2044282690392
A,LeftTurning,Dirt,1.0,4,Allowance,45.81146683484336,45.891956917546686,45.710880585789056,46.18082127773916,46.47242040131855,46.13283004713394
A,LeftTurning,Dirt,1.0,4,Claiming,46.38454573803717,46.42211948909409,46.248137835134294,46.697149958889405,46.75682009636279,46.63747982141602
A,LeftTurning,Dirt,1.0,4,Maiden,46.252375383556966,46.356575953414136,46.19679194554899,46.59415746871443,46.66409771871232,46.52345614823791
A,LeftTurning,Dirt,1.0,4,RestrictedStakes,45.75772160264728,45.99656679212552,45.716334213377415,46.23209760791448,46.30508093087645,46.02287824309351
A,LeftTurning,Dirt,1.0,5,Allowance,58.428240880920775,58.60558498442352,58.21585890252216,58.811241769800816,58.95508707041152,58.62179962971051
A,LeftTurning,Dirt,1.0,5,Claiming,59.02555559841167,59.08913047920791,58.83346891618948,59.30584897635889,59.601715579609746,59.281451744661744
A,LeftTurning,Dirt,1.0,5,Maiden,59.008415973162855,59.15625158918651,58.89462874639865,59.34287282375274,59.40820581508996,59.13529146175419
A,LeftTurning,Dirt,1.0,5,RestrictedStakes,58.50564481720401,58.6747310149357,58.32819127225039,58.80696020575864,58.998369921678105,58.69201272760229
A,LeftTurning,Dirt,1.0,6,Allowance,70.55623831819648,70.71332356079054,70.41777579296269,70.95913057498346,71.18886761600102,70.71567043850251
A,LeftTurning,Dirt,1.0,6,Claiming,70.86902654144924,71.08230638341314,70.65688592863474,71.55532975100633,71.60272484042125,71.50580083556504
A,LeftTurning,Dirt,1.0,6,Maiden,71.02702716914897,71.27779565391273,70.95626081925393,71.50765707981427,71.62384902186984,71.43897562223418
A,LeftTurning,Dirt,1.0,6,RestrictedStakes,70.43554184538078,70.61981005242237,70.28774426573042,70.87441328207478,71.09805448199373,70.8039672404175
A,LeftTurning,Dirt,1.0,7,Allowance,84.43558218725451,84.69776116940322,84.2571675109051,85.20212310801237,85.45649682744056,84.90842876539116
A,LeftTurning,Dirt,1.0,7,Claiming,84.8472333005135,84.8472333005135,84.8472333005135,85.01195260638112,85.01195260638112,85.01195260638112
A,LeftTurning,Dirt,1.0,7,Maiden,85.17861333455531,85.32905379256795,85.05231097538301,85.56531757959597,85.69128756297421,85.38236469630242
A,LeftTurning,Dirt,1.0,7,RestrictedStakes,84.2993054868664,84.58028548746316,84.10585866970584,84.7495107878806,84.91197562950043,84.6006979467644
A,LeftTurning,Dirt,1.0,8,Allowance,98.12018472701384,98.4942242101927,97.77513375781204,98.55272578105502,98.99041097300653,98.2550553917663
A,LeftTurning,Dirt,1.0,8,Claiming,98.95202195735,98.99560485053274,98.90056458152071,99.26587747380334,99.35104404545923,99.17533705667788
A,LeftTurning,Dirt,1.0,8,Maiden,98.83514528178618,99.06404511056816,98.67993540841536,99.34226537896868,99.5874542509704,99.27933773851191
A,LeftTurning,Dirt,1.0,8,RestrictedStakes,98.18743017734764,98.2285039032956,98.0835370669592,98.48300104865052,98.58478036549268,98.4716639249024
A,LeftTurning,Dirt,1.0,9,Allowance,111.8956362651112,112.56007961836515,111.55194127331646,112.3041847771839,112.45142154376944,111.92354841011013
A,LeftTurning,Dirt,1.0,9,Claiming,,,,,,
A,LeftTurning,Dirt,1.0,9,Maiden,112.83524023365496,113.05742878539763,112.486393907398,113.18964477132528,113.55168364901668,112.98843875824092
A,LeftTurning,Dirt,1.0,9,RestrictedStakes,111.92752256456636,112.29672855975102,111.23525337021444,112.4138609863564,112.90660417300592,112.07164749298128
A,LeftTurning,Dirt,1.0,10,Allowance,125.2755833767537,125.67219633720208,124.83370290614303,125.78717909771665,125.80838813671562,125.53588907253746
A,LeftTurning,Dirt,1.0,10,Claiming,126.96457869955034,127.25044795027829,126.67870944882239,128.41785835193886,128.97286601897463,127.66921782067192
A,LeftTurning,Dirt,1.0,10,Maiden,126.76300526396004,126.96910558371738,126.20929990501976,127.28719473305881,127.4464804248352,126.6474883516705
A,LeftTurning,Dirt,1.0,10,RestrictedStakes,124.9352393629465,125.27719087921943,124.69104291281337,125.82550165826648,126.07057902977822,125.03461308111407
A,LeftTurning,Dirt,1.0,11,Allowance,140.1779507532503,140.54738104768256,139.96495858644016,141.37972796473005,141.71734722376598,141.02005317085957
A,LeftTurning,Dirt,1.0,11,Claiming,141.77937394714155,142.17187366198846,141.48704900746023,142.4221971622892,142.59376274618873,142.28791904538693
A,LeftTurning,Dirt,1.0,11,Maiden,141.7918740346253,142.0515363826027,141.54564953512156,143.78309063778727,143.90399256560426,143.57469106057295
A,LeftTurning,Dirt,1.0,11,RestrictedStakes,140.1008314524953,140.72480105310586,140.04905650140336,141.22490047483643,142.42347574924793,140.60816125521754
A,LeftTurning,Dirt,1.0,12,Allowance,152.80745527276738,153.4674286703104,152.73404860003183,154.2071415093246,154.80270275455385,153.32308354720126
A,LeftTurning,Dirt,1.0,12,Claiming,,,,154.76468173045717,154.76468173045717,154.76468173045717
A,LeftTurning,Dirt,1.0,12,Maiden,154.75725865732122,154.93703910768008,154.68450775341012,156.24754449847404,157.23981753151844,155.48846402583195
A,LeftTurning,Dirt,1.0,12,RestrictedStakes,153.49341364118584,153.7508694462078,153.32942748528845,154.5054655831123,154.8073668425616,154.17061450933673
A,LeftTurning,Turf,0.0,4,Allowance,46.03724710001306,46.15605600936158,45.91843819066454,46.42856010139645,46.48497194600878,45.97521591992888
A,LeftTurning,Turf,0.0,4,Claiming,46.18826043693548,46.18826043693548,46.18826043693548,47.18196235772681,47.18196235772681,47.18196235772681
A,LeftTurning,Turf,0.0,4,Maiden,46.26276904395093,46.2671538573636,46.20162746200024,46.59742204060903,46.73838101405175,46.3935664238118
A,LeftTurning,Turf,0.0,4,RestrictedStakes,45.81468615943804,46.004294767087416,45.75026001271475,46.25818528857495,46.577488961578375,46.18317660210417
A,LeftTurning,Turf,0.0,5,Allowance,59.35269430686724,60.01984247839083,59.04482057507076,59.7893702475046,60.33343796606678,59.71268749378475
A,LeftTurning,Turf,0.0,5,Claiming,,,,60.757458089934126,60.757458089934126,60.757458089934126
